,Company,y_pred,y_true,Diff,current_volume,current_dividends,current_stock_splits,Diff_perc
782,BNFT,2.935317962961591,14.91,-11.97468203703841,462300.0,0.0,0.0,-0.8031309213305439
783,BNGO,-1.1112152586218755,0.54,-1.6512152586218756,17210900.0,0.0,0.0,-3.0578060344849547
784,,,,,,,,
785,BNS,56.73558326653402,45.61,11.125583266534022,1764200.0,0.0,0.0,0.24392859606520548
786,BNSO,2.2326966785299422,2.31,-0.0773033214700578,19500.0,0.0,0.0,-0.033464641329029356
787,BNTC,-3.0248803330470757,7.26,-10.284880333047075,7400.0,0.0,0.0,-1.4166501836152996
788,BNTX,61.18177626712691,48.78,12.401776267126905,1142400.0,0.0,0.0,0.2542389558656602
789,BNY,14.93187316213649,13.48,1.45187316213649,18700.0,0.0,0.0,0.10770572419410163
790,BOCH,11.197474853632736,8.17,3.027474853632736,44000.0,0.0,0.0,0.370559957604986
791,BOE,10.971035525233198,9.88,1.0910355252331971,155900.0,0.0,0.0,0.11042869688595112
792,BOH,96.01288966942016,72.68,23.332889669420155,297400.0,0.0,0.0,0.32103590629361795
793,BOKF,79.57225115976665,67.46,12.112251159766657,271900.0,0.0,0.0,0.1795471562372763
794,BOKFL,27.03808847899819,25.64,1.39808847899819,10100.0,0.0,0.0,0.054527631786200854
795,BOMN,18.035145514845325,16.44,1.5951455148453242,203600.0,0.0,0.0,0.09702831598815839
796,BOOM,44.39287980571195,37.03,7.362879805711948,231800.0,0.0,0.0,0.19883553350558866
797,BOOT,48.98941193132784,27.38,21.609411931327838,1231500.0,0.0,0.0,0.7892407571704835
798,BORR,7.056535283077887,2.63,4.426535283077887,57653100.0,0.0,0.0,1.6830932635277136
799,BOSC,1.784101645433839,2.31,-0.5258983545661611,43600.0,0.0,0.0,-0.22766162535331647
800,BOTJ,15.261549449316,10.66,4.601549449316,3800.0,0.0,0.0,0.4316650515305816
801,BOTZ,22.839784676784863,24.05,-1.210215323215138,937700.0,0.0,0.0,-0.050320803460088895
802,BOX,13.476575122488933,19.33,-5.853424877511065,2808600.0,0.0,0.0,-0.30281556531355747
803,BOXL,0.8266677232782444,1.02,-0.19333227672175557,1752800.0,0.0,0.0,-0.18954144776642703
804,BP,34.5188397303602,28.38,6.1388397303602,13501700.0,0.0,0.0,0.2163086585750599
805,BPFH,11.67007729483434,7.99,3.680077294834339,664400.0,0.0,0.0,0.4605853935962877
806,BPMC,76.56314439452291,74.3,2.263144394522911,374600.0,0.0,0.0,0.03045954770555735
807,BPMP,14.373465475962306,12.96,1.4134654759623047,422300.0,0.0,0.0,0.10906369413289387
808,BPOP,57.45655106414746,44.91,12.546551064147465,491900.0,0.0,0.0,0.27937098784563497
809,BPOPM,26.95386934795753,24.95,2.0038693479575294,5200.0,0.0,0.0,0.0803154047277567
810,BPOPN,26.84500387030097,25.57,1.2750038703009707,8400.0,0.0,0.0,0.04986327220574778
811,BPRN,28.813717056114594,23.75,5.063717056114594,7800.0,0.0,0.0,0.21320913920482504
812,BPT,-2.2324371674373715,4.71,-6.9424371674373715,355400.0,0.0,0.0,-1.4739781671841554
813,BPTH,8.63149393617551,5.38,3.2514939361755095,93200.0,0.0,0.0,0.604366902634853
814,,,,,,,,
815,,,,,,,,
816,BPYPO,26.60895534259415,22.1,4.508955342594149,49800.0,0.0,0.0,0.20402512862416963
817,BPYPP,26.749158915354876,22.25,4.499158915354876,46600.0,0.0,0.0,0.20220938945415173
818,BPYU,17.267910447761196,14.51,2.757910447761196,3088200.0,0.0,0.0,0.19006963802627128
819,BPYUP,24.904284460052683,19.75,5.154284460052683,65400.0,0.0,0.0,0.26097642835709783
820,BQH,16.109212068138476,15.61,0.4992120681384762,7600.0,0.0,0.0,0.031980273423348894
821,BR,139.3457172710725,127.49,11.855717271072493,514000.0,0.0,0.0,0.09299331140538468
822,BRBR,29.670366343422465,20.26,9.410366343422464,648800.0,0.0,0.0,0.4644800761807731
823,BRBS,23.157796845731177,15.53,7.6277968457311776,4300.0,0.0,0.0,0.49116528304772555
824,BRC,61.4898022758005,53.06,8.429802275800498,194300.0,0.0,0.0,0.1588730168827836
825,BREW,12.607720281541898,15.31,-2.7022797184581027,168800.0,0.0,0.0,-0.17650422720170494
826,BRFS,10.08522654761741,4.81,5.27522654761741,4680900.0,0.0,0.0,1.0967206959703557
827,BRG,12.711447381378717,9.19,3.5214473813787173,403800.0,0.0,0.0,0.38318252245687895
828,BRID,28.116116409758455,17.53,10.586116409758453,4000.0,0.0,0.0,0.6038857050632318
829,BRKL,15.849410342969023,10.94,4.909410342969023,398700.0,0.0,0.0,0.44875780100265295
830,BRKR,56.8340060209388,43.3,13.534006020938804,634100.0,0.0,0.0,0.3125636494443142
831,BRKS,47.66369158413377,43.55,4.113691584133775,438000.0,0.0,0.0,0.09445904900421988
832,BRMK,14.966500969504672,9.87,5.096500969504673,1271200.0,0.0,0.0,0.5163628135263093
833,BRN,0.3595481542741148,0.77,-0.4104518457258852,473700.0,0.0,0.0,-0.5330543450985522
834,BRO,46.49703728725258,43.04,3.4570372872525823,1500800.0,0.0,0.0,0.0803214983097719
835,BROG,10.036291685153397,10.68,-0.6437083148466023,12600.0,0.0,0.0,-0.0602723141242137
836,,,,,,,,
837,BRP,16.202075224353706,14.97,1.2320752243537054,127900.0,0.0,0.0,0.08230295419864431
838,BRPA,10.822302289036829,11.07,-0.2476977109631715,0.0,0.0,0.0,-0.022375583646176287
839,BRPAR,0.22138073437240244,0.16,0.061380734372402435,0.0,0.0,0.0,0.3836295898275152
840,BRPAU,10.87373652939364,11.36,-0.4862634706063602,0.0,0.0,0.0,-0.04280488297591199
841,,,,,,,,
842,BRQS,0.1549340386352398,1.55,-1.3950659613647602,298800.0,0.0,0.0,-0.9000425557192001
843,BRT,18.728958126626083,13.22,5.508958126626082,57600.0,0.0,0.0,0.4167139278839699
844,BRX,22.640670181528236,16.04,6.600670181528237,4661700.0,0.0,0.0,0.41151310358654847
845,BRY,6.977945907911192,6.13,0.8479459079111917,1195500.0,0.0,0.0,0.13832722804424008
846,BSA,26.404905227924193,24.24,2.1649052279241943,5100.0,0.0,0.0,0.08931127177905092
847,BSAC,19.93333778250285,19.37,0.5633377825028489,281400.0,0.0,0.0,0.029083003743048473
848,BSAE,26.18986072211027,25.47,0.7198607221102726,2228.0,0.0,0.0,0.02826308292541314
849,BSBE,26.920342947845707,25.75,1.1703429478457075,1362.0,0.0,0.0,0.04545021156682359
850,BSBK,9.74552380952381,9.6,0.1455238095238105,17900.0,0.0,0.0,0.01515873015873026
851,BSBR,9.725431387664381,6.74,2.9854313876643808,1460700.0,0.0,0.0,0.44294234238343927
852,BSCE,27.279537559920836,25.75,1.5295375599208363,579.0,0.0,0.0,0.05939951689012957
853,BSCK,21.318031804987015,21.27,0.04803180498701565,673000.0,0.0,0.0,0.002258194874800924
854,BSCL,21.366067245130736,21.42,-0.05393275486926541,306900.0,0.0,0.0,-0.0025178690415156584
855,BSCM,21.693514680237918,21.87,-0.17648531976208304,610700.0,0.0,0.0,-0.008069744845088387
856,BSCN,21.552105772523483,21.83,-0.2778942274765157,411500.0,0.0,0.0,-0.012729923384173877
857,BSCO,21.811295011405964,22.03,-0.21870498859403753,428200.0,0.0,0.0,-0.009927598211259079
858,BSCP,21.916581862148536,22.18,-0.2634181378514633,91400.0,0.0,0.0,-0.011876381327838742
859,BSCQ,21.031027116161695,21.46,-0.42897288383830556,32800.0,0.0,0.0,-0.019989416767861395
860,BSCR,21.516328676118075,21.66,-0.14367132388192516,33500.0,0.0,0.0,-0.006633025109968844
861,BSCS,22.59105793596856,22.69,-0.09894206403144068,16500.0,0.0,0.0,-0.004360602204999589
862,,,,,,,,
863,BSD,15.224380995392703,12.85,2.3743809953927038,31600.0,0.0,0.0,0.18477673115896528
864,BSDE,27.88461042323409,25.62,2.264610423234089,703.0,0.0,0.0,0.08839228818243906
865,BSE,14.5690183307196,13.05,1.5190183307196001,9100.0,0.0,0.0,0.11639987208579311
866,BSET,11.80203230510043,9.68,2.122032305100431,220600.0,0.0,0.0,0.2192182133368214
867,BSGM,7.181563675716429,11.84,-4.658436324283571,892800.0,0.0,0.0,-0.39344901387530157
868,BSIG,7.6996040062644875,9.89,-2.190395993735513,388400.0,0.0,0.0,-0.221475833542519
869,BSJK,23.903889080305355,23.34,0.5638890803053549,122700.0,0.0,0.0,0.024159772078207152
870,BSJL,24.75825544088129,23.13,1.62825544088129,501000.0,0.0,0.0,0.07039582537316429
871,BSJM,24.483510207414668,22.9,1.583510207414669,262500.0,0.0,0.0,0.06914891735435236
872,BSJN,26.257741787970264,24.58,1.677741787970266,82000.0,0.0,0.0,0.06825637868064549
873,BSJO,25.535967842034005,24.03,1.5059678420340035,53400.0,0.0,0.0,0.06267032218202262
874,BSJP,25.09712038163877,23.55,1.54712038163877,16700.0,0.0,0.0,0.06569513297829171
875,BSJQ,26.56074186172707,24.61,1.9507418617270709,14900.0,0.0,0.0,0.07926622761995412
876,,,,,,,,
877,BSL,16.18077342485104,13.29,2.890773424851041,100100.0,0.0,0.0,0.21751493038758773
878,BSM,9.659187019720003,8.0,1.6591870197200027,444100.0,0.0,0.0,0.20739837746500034
879,BSML,25.264996318114875,25.32,-0.05500368188512539,3700.0,0.0,0.0,-0.0021723413066795177
880,BSMM,25.36365611192931,25.22,0.14365611192931027,1300.0,0.0,0.0,0.005696118633200249
881,BSMN,25.478514622343777,25.36,0.11851462234377763,2200.0,0.0,0.0,0.00467328952459691
882,BSMO,25.604275572047,25.31,0.2942755720470025,7155.0,0.0,0.0,0.011626849942591961
883,BSMP,25.79294130023143,25.38,0.41294130023143083,6600.0,0.0,0.0,0.01627034279871674
884,BSMQ,25.720888517831373,25.0,0.7208885178313729,448.0,0.0,0.0,0.028835540713254913
885,BSMR,25.548472727272735,24.81,0.738472727272736,1913.0,0.0,0.0,0.029765124033564534
886,BSMS,25.71228571428572,25.22,0.4922857142857211,418.0,0.0,0.0,0.0195196556021301
887,BSMT,25.661412657184083,25.1,0.5614126571840821,0.0,0.0,0.0,0.022367038134823984
888,BSMX,6.809544330935617,4.32,2.489544330935617,897200.0,0.0,0.0,0.5762834099388002
889,BSQR,0.7913210115516043,1.62,-0.8286789884483958,43300.0,0.0,0.0,-0.5115302397829603
890,BSRR,28.13567493601561,20.45,7.685674936015612,83100.0,0.0,0.0,0.3758276252330373
891,BST,34.469801656340564,37.19,-2.7201983436594332,220600.0,0.0,0.0,-0.073143273559006
892,BSTC,49.27260816458785,60.92,-11.64739183541215,33800.0,0.0,0.0,-0.19119159283342335
893,BSTZ,19.961626931202815,22.12,-2.158373068797186,248000.0,0.0,0.0,-0.0975756360215726
894,BSVN,19.852088882441333,12.57,7.282088882441332,19500.0,0.0,0.0,0.5793229023421903
895,BSX,46.1189692504323,39.11,7.008969250432301,8499800.0,0.0,0.0,0.1792116913943314
896,BTA,13.615416578865723,11.59,2.0254165788657232,30000.0,0.0,0.0,0.17475552880636094
897,BTAI,13.047477559137246,49.63,-36.58252244086276,259500.0,0.0,0.0,-0.7371050260097272
898,BTE,0.9065311461279517,0.71,0.19653114612795175,15044600.0,0.0,0.0,0.27680443116612924
899,BTEC,38.18069267268901,42.92,-4.739307327310989,10600.0,0.0,0.0,-0.11042188553846666
900,BTG,4.263833101609432,5.07,-0.8061668983905683,9056600.0,0.0,0.0,-0.15900727778906673
901,BTI,42.191924010796605,40.4,1.7919240107966061,2472200.0,0.0,0.0,0.044354554722688275
902,BTN,3.916093622104025,1.87,2.0460936221040247,143200.0,0.0,0.0,1.0941677123550932
903,BTO,33.93537535036548,26.9,7.035375350365484,143900.0,0.0,0.0,0.2615381171139585
904,BTT,25.566734588419173,23.73,1.8367345884191728,85900.0,0.0,0.0,0.07740137330042869
905,BTU,-0.8635393779563358,5.03,-5.893539377956336,4860100.0,0.0,0.0,-1.1716778087388342
906,BTZ,14.952367819426902,14.0,0.9523678194269021,279200.0,0.0,0.0,0.0680262728162073
907,BUD,87.16412710682559,57.37,29.79412710682559,4038200.0,0.0,0.0,0.5193328761866061
908,BUG,20.48962859347868,19.75,0.739628593478681,28900.0,0.0,0.0,0.03744954903689524
909,BUI,23.8949466840892,21.33,2.5649466840892003,51600.0,0.0,0.0,0.12025066498308488
910,BURL,247.76641753611662,214.13,33.636417536116625,903300.0,0.0,0.0,0.15708409627850664
911,BUSE,26.525020532184918,20.79,5.735020532184919,111800.0,0.0,0.0,0.27585476345285803
912,BV,19.39080999416543,16.26,3.1308099941654284,268600.0,0.0,0.0,0.19254674010857492
913,BVN,13.20477810627391,8.94,4.26477810627391,1356300.0,0.0,0.0,0.477044530903122
914,BVXV,8.846677148069986,18.65,-9.803322851930012,102900.0,0.0,0.0,-0.5256473379050945
915,BW,3.305857290196332,2.92,0.38585729019633197,294900.0,0.0,0.0,0.13214290760148356
916,BWA,39.36265040434321,37.52,1.8426504043432104,2944600.0,0.0,0.0,0.049111151501684706
917,BWAY,10.127212430041066,7.02,3.1072124300410664,13900.0,0.0,0.0,0.44262285328220324
918,BWB,14.09854630224774,11.45,2.648546302247741,78400.0,0.0,0.0,0.23131408753255384
919,BWEN,1.743129326292315,3.05,-1.3068706737076847,182300.0,0.0,0.0,-0.4284821881008803
920,BWFG,27.21175502530256,16.36,10.851755025302559,80100.0,0.0,0.0,0.6633102093705721
921,BWG,13.372844808872784,11.81,1.562844808872784,362000.0,0.0,0.0,0.13233232928643388
922,BWMX,10.026303258145363,8.44,1.5863032581453638,0.0,0.0,0.0,0.1879506230030052
923,BWXT,70.7395973351575,63.19,7.5495973351575,598200.0,0.0,0.0,0.11947455823955531
924,BX,68.5865051976395,59.45,9.136505197639494,3683000.0,0.0,0.0,0.15368385530091663
925,BXC,12.582266614497904,8.98,3.6022666144979034,197500.0,0.0,0.0,0.4011432755565594
926,BXG,6.969869124528388,6.0,0.9698691245283877,284900.0,0.0,0.0,0.16164485408806462
927,BXMT,38.32341577092053,29.23,9.093415770920533,1630300.0,0.0,0.0,0.3110987263400798
928,BXMX,13.88113022848012,11.65,2.2311302284801204,324300.0,0.0,0.0,0.19151332433305754
929,BXP,140.7441693889372,107.16,33.5841693889372,1945500.0,0.0,0.0,0.31340210329355356
930,BXRX,13.59431022793688,4.28,9.314310227936879,1613900.0,0.0,0.0,2.1762407074618877
931,BXS,30.614976831139458,25.55,5.064976831139457,615200.0,0.0,0.0,0.19823784074909814
932,BY,18.723182038626767,14.61,4.113182038626768,53400.0,0.0,0.0,0.28153196705179795
933,BYD,29.32861476580708,24.8,4.528614765807081,2834800.0,0.0,0.0,0.18260543410512423
934,BYFC,1.7927797391067708,1.4,0.3927797391067709,17500.0,0.0,0.0,0.28055695650483636
935,BYM,14.81246322684623,13.8,1.0124632268462292,54600.0,0.0,0.0,0.07336690049610356
936,BYND,79.3224225155629,162.46,-83.1375774844371,20318900.0,0.0,0.0,-0.5117418286620528
937,BYSI,14.704855612889428,17.95,-3.245144387110571,45200.0,0.0,0.0,-0.18078798813986469
938,BZH,16.297846148388714,11.2,5.097846148388715,628500.0,0.0,0.0,0.4551648346775639
939,BZM,16.172417402694492,13.55,2.6224174026944915,5900.0,0.0,0.0,0.19353633968225029
940,BZUN,40.539464495415466,34.25,6.289464495415466,1213300.0,0.0,0.0,0.18363399986614498
941,C,82.23060140029713,61.24,20.99060140029713,32587100.0,0.0,0.0,0.34275965709172324
942,CAAP,3.4544924558250933,3.45,0.004492455825093167,310400.0,0.0,0.0,0.001302161108722657
943,CAAS,2.346637883840143,2.2,0.14663788384014298,32800.0,0.0,0.0,0.06665358356370135
944,CABA,22.345521320784478,8.75,13.595521320784478,151900.0,0.0,0.0,1.5537738652325117
945,CABO,1867.7936687117667,1810.01,57.78366871176672,43900.0,0.0,0.0,0.03192450246781328
946,CAC,46.92505477190638,38.42,8.50505477190638,47200.0,0.0,0.0,0.2213705042141171
947,CACC,454.9187683071589,489.64,-34.72123169284106,210700.0,0.0,0.0,-0.070911754948209
948,CACG,36.53568043703164,36.63,-0.09431956296836574,16400.0,0.0,0.0,-0.0025749266439630287
949,CACI,291.86766558375894,257.29,34.577665583758915,196000.0,0.0,0.0,0.1343917975193708
950,CADE,15.137103675356402,10.72,4.417103675356401,3084200.0,0.0,0.0,0.4120432532981717
951,CAE,31.25883523001024,20.88,10.378835230010242,701400.0,0.0,0.0,0.49707065277826834
952,CAF,21.13787186391789,19.13,2.0078718639178916,63100.0,0.0,0.0,0.10495932378033934
953,CAG,34.66259196332797,33.93,0.7325919633279696,3547000.0,0.0,0.0,0.021591275075979063
954,CAH,52.93180274489582,59.31,-6.378197255104183,2562200.0,0.0,0.0,-0.10753999755697492
955,CAI,26.16764781531834,21.85,4.317647815318338,80900.0,0.0,0.0,0.19760401900770425
956,CAJ,26.680942029138972,21.87,4.810942029138971,369700.0,0.0,0.0,0.21997905940278786
957,CAKE,36.73331941048592,29.81,6.92331941048592,6005500.0,0.0,0.0,0.23224821907030932
958,CAL,16.059950427321468,10.86,5.199950427321468,1768600.0,0.0,0.0,0.4788167980958995
959,CALA,4.32544283443689,5.38,-1.0545571655631099,421400.0,0.0,0.0,-0.19601434304147022
960,CALB,20.567916840944925,14.95,5.617916840944925,63800.0,0.0,0.0,0.3757803906986572
961,CALM,39.130937274651586,45.61,-6.479062725348413,215400.0,0.0,0.0,-0.14205355679343157
962,,,,,,,,
963,CALX,7.074055053575344,14.3,-7.225944946424657,462500.0,0.0,0.0,-0.5053108354143117
964,CAMP,7.962440418013685,9.0,-1.037559581986315,375300.0,0.0,0.0,-0.11528439799847945
965,CAMT,12.63967602774757,12.91,-0.2703239722524309,142100.0,0.0,0.0,-0.020939114814285894
966,CAN,1.2594891876095815,2.12,-0.8605108123904186,3273700.0,0.0,0.0,-0.40590132659925404
967,CANF,-6.670964567950525,2.05,-8.720964567950524,665300.0,0.0,0.0,-4.254129057536842
968,CANG,6.691109787519948,5.02,1.6711097875199483,65100.0,0.0,0.0,0.33289039592030845
969,CAPL,18.070038935969016,16.22,1.8500389359690175,30500.0,0.0,0.0,0.11405912058995177
970,CAPR,-0.12994832009877388,4.67,-4.799948320098774,1752700.0,0.0,0.0,-1.027826192740637
971,CAR,32.82963167018047,32.28,0.5496316701804673,13905400.0,0.0,0.0,0.01702700341327346
972,CARA,20.612978861062018,16.36,4.252978861062019,465100.0,0.0,0.0,0.2599620330722505
973,CARE,22.615280911845026,9.85,12.765280911845027,160400.0,0.0,0.0,1.2959676052634546
974,CARG,32.46211387261998,26.2,6.262113872619981,2717000.0,0.0,0.0,0.23901197987099165
975,,,,,,,,
976,CARS,3.5264714079530215,8.22,-4.693528592046979,1462500.0,0.0,0.0,-0.5709888798110679
977,CARV,2.2907076932688533,1.88,0.41070769326885337,20700.0,0.0,0.0,0.21846153897279436
978,CARZ,33.725372173647855,34.2,-0.4746278263521475,19600.0,0.0,0.0,-0.013878006618483844
979,CASA,0.589707501077438,4.87,-4.280292498922562,223600.0,0.0,0.0,-0.8789101640498074
980,CASH,43.49883537825706,22.0,21.498835378257063,330100.0,0.0,0.0,0.9772197899207756
981,CASI,2.8672081681881374,2.65,0.21720816818813748,152400.0,0.0,0.0,0.08196534648608962
982,CASS,58.08504553295262,43.53,14.555045532952619,43100.0,0.0,0.0,0.33436814916040936
983,CASY,189.635716736325,169.51,20.125716736325018,489800.0,0.0,0.0,0.1187287873065012
984,CAT,140.75097203323693,137.72,3.030972033236935,4139200.0,0.0,0.0,0.022008219817288233
985,CATB,5.46425588036905,6.35,-0.8857441196309495,175400.0,0.0,0.0,-0.1394872629340078
986,CATC,73.69845204374128,59.3,14.398452043741287,21600.0,0.0,0.0,0.24280694846106723
987,CATH,41.91661996185821,40.0,1.9166199618582098,9600.0,0.0,0.0,0.04791549904645524
988,CATM,44.95300332178773,29.49,15.463003321787735,428300.0,0.0,0.0,0.524347348992463
989,CATO,18.502787998572597,10.79,7.712787998572598,272200.0,0.0,0.0,0.7148088969946801
990,CATS,19.13371208455152,20.8,-1.666287915448482,394800.0,0.0,0.0,-0.08010999593502317
991,CATY,36.0942574210771,30.98,5.114257421077102,335700.0,0.0,0.0,0.16508255071262434
992,CB,168.6068563467112,140.7,27.90685634671121,3646600.0,0.0,0.0,0.1983429733241735
993,CBAN,15.298981586685741,13.9,1.398981586685741,22200.0,0.0,0.0,0.10064615731552093
994,CBAT,0.6712823720762287,0.82,-0.1487176279237713,1621200.0,0.0,0.0,-0.18136296088264794
995,CBAY,-1.817832139063988,3.83,-5.647832139063988,1142700.0,0.0,0.0,-1.4746298013221901
996,CBB,7.373068783348916,14.73,-7.356931216651084,982200.0,0.0,0.0,-0.4994522210896866
997,CBD,18.05067858394635,13.84,4.2106785839463505,391900.0,0.0,0.0,0.30423978207704844
998,CBFV,30.721207703328457,27.86,2.861207703328457,20700.0,0.0,0.0,0.10269948683878166
999,CBH,10.07123139105288,8.93,1.1412313910528802,8800.0,0.0,0.0,0.1277974682030101
1000,CBIO,4.736940889756249,8.01,-3.273059110243751,184900.0,0.0,0.0,-0.40862161176576167
1001,CBL,0.5557447995544125,0.4,0.15574479955441245,23616200.0,0.0,0.0,0.3893619988860311
1002,CBLI,0.9620710504663949,1.45,-0.4879289495336051,1095800.0,0.0,0.0,-0.3365027238162794
1003,CBMB,14.892559841418256,12.2,2.692559841418257,0.0,0.0,0.0,0.2207016263457588
1004,CBMG,14.900200323813417,13.62,1.2802003238134176,74800.0,0.0,0.0,0.0939941500597223
1005,CBNK,15.720426458457531,11.81,3.910426458457531,12000.0,0.0,0.0,0.33111146981012113
1006,CBO,5.764374186627926,5.45,0.3143741866279255,0.0,0.0,0.0,0.05768333699594963
1007,CBOE,133.7995034525626,103.43,30.369503452562583,1170900.0,0.0,0.0,0.29362374023554655
1008,CBPO,134.04087196133725,108.15,25.89087196133724,219700.0,0.0,0.0,0.2393977989952588
1009,CBRE,64.43011539956225,55.49,8.940115399562252,2342600.0,0.0,0.0,0.16111218957582
1010,CBRL,156.70072382040527,132.84,23.86072382040527,568800.0,0.0,0.0,0.17962002273716704
1011,CBSH,68.26077844406488,68.72,-0.45922155593511604,533900.0,0.0,0.0,-0.006682502269137311
1012,CBSHP,26.17875181999447,26.6,-0.42124818000553077,4000.0,0.0,0.0,-0.015836397744568825
1013,CBT,44.4519289664761,43.04,1.411928966476104,347100.0,0.0,0.0,0.03280504104266041
1014,CBTX,27.90853615792946,22.56,5.348536157929463,59800.0,0.0,0.0,0.23708050345432016
1015,CBU,70.71650498056378,64.33,6.386504980563785,298700.0,0.0,0.0,0.09927724204202994
1016,CBX,1.6595984523031735,1.4,0.2595984523031736,0.0,0.0,0.0,0.18542746593083828
1017,CBZ,30.03112869836113,25.95,4.08112869836113,542000.0,0.0,0.0,0.15726892864590097
1018,CC,3.334332073941276,17.65,-14.315667926058723,2243300.0,0.0,0.0,-0.811086001476415
1019,,,,,,,,
1020,CCAP,17.536,12.81,4.726000000000001,39700.0,0.0,0.0,0.36893052302888374
1021,CCB,16.684608480141808,14.33,2.354608480141808,17500.0,0.0,0.0,0.16431322261980516
1022,CCBG,31.414388476562706,23.2,8.214388476562707,34100.0,0.0,0.0,0.3540684688173581
1023,CCC,22.308030906285772,22.46,-0.15196909371422862,4820800.0,0.0,0.0,-0.006766210761987026
1024,CCCL,0.10141961157214707,0.76,-0.6585803884278529,212300.0,0.0,0.0,-0.8665531426682276
1025,CCD,22.10387047039776,21.46,0.6438704703977578,111200.0,0.0,0.0,0.03000328380231863
1026,CCEP,56.80122635595545,43.68,13.12122635595545,1723200.0,0.0,0.0,0.3003943762810314
1027,CCF,118.62423297094044,107.0,11.62423297094044,14300.0,0.0,0.0,0.10863769131720037
1028,CCH,10.75896211870123,12.97,-2.21103788129877,3080600.0,0.0,0.0,-0.17047323680021356
1029,CCI,157.77635025323735,172.83,-15.053649746762659,1958300.0,0.0,0.0,-0.08710090694186576
1030,CCJ,7.1126365220871905,10.43,-3.317363477912809,1857400.0,0.0,0.0,-0.318059777364603
1031,CCK,85.13763615147013,70.81,14.32763615147013,740500.0,0.0,0.0,0.20233916327453932
1032,CCL,39.91216076626664,24.91,15.002160766266638,107262900.0,0.0,0.0,0.6022545470199373
1033,CCLP,2.3409461692491615,1.39,0.9509461692491616,1198400.0,0.0,0.0,0.6841339347116271
1034,CCM,2.2561080602856287,1.36,0.8961080602856286,30500.0,0.0,0.0,0.6589029855041386
1035,CCMP,169.1728338703751,155.64,13.5328338703751,168600.0,0.0,0.0,0.08694958796180353
1036,CCNC,1.1484666666666667,2.08,-0.9315333333333333,23000.0,0.0,0.0,-0.4478525641025641
1037,CCNE,33.28927679905461,20.49,12.799276799054613,57400.0,0.0,0.0,0.6246596778455156
1038,CCO,0.8405932943726562,1.58,-0.7394067056273439,8984800.0,0.0,0.0,-0.46797892761224297
1039,CCOI,73.69659511992639,76.98,-3.2834048800736184,239400.0,0.0,0.0,-0.04265270044262949
1040,CCR,6.9913122178148175,5.07,1.9213122178148172,108500.0,0.0,0.0,0.378957044933889
1041,CCRC,9.092376582402466,4.54,4.552376582402466,13300.0,0.0,0.0,1.0027261194719088
1042,CCRN,12.400176106636057,6.61,5.790176106636056,317500.0,0.0,0.0,0.8759721795213398
1043,CCS,34.226056285082876,31.16,3.066056285082876,312000.0,0.0,0.0,0.09839718501549667
1044,CCU,14.969511802035429,16.54,-1.5704881979645702,204100.0,0.0,0.0,-0.09495091886121948
1045,CCX,11.13786549081724,11.15,-0.0121345091827596,159200.0,0.0,0.0,-0.001088296787691444
1046,CCXI,33.5257839609645,61.78,-28.254216039035498,490800.0,0.0,0.0,-0.45733596696399315
1047,,,,,,,,
1048,CCZ,43.78184210526315,58.05,-14.268157894736845,0.0,0.0,0.0,-0.24579083367333068
1049,CDAY,72.10506080766987,83.87,-11.764939192330132,2765400.0,0.0,0.0,-0.1402758935534772
1050,CDC,50.119825502900866,51.05,-0.9301744970991308,29800.0,0.0,0.0,-0.018220852048954572
1051,CDE,7.1024496410838545,5.3,1.8024496410838546,4465500.0,0.0,0.0,0.34008483794034994
1052,CDEV,-1.250220906296363,2.15,-3.400220906296363,45794100.0,0.0,0.0,-1.5814980959517968
1053,CDK,49.86445221740184,47.18,2.684452217401841,866000.0,0.0,0.0,0.056898097019962714
1054,CDL,51.803985975850594,44.44,7.363985975850596,15800.0,0.0,0.0,0.16570625508214665
1055,CDLX,87.6410955969635,79.14,8.501095596963495,578400.0,0.0,0.0,0.10741844322673104
1056,CDMO,7.709067405712374,6.38,1.3290674057123741,284000.0,0.0,0.0,0.2083177751900273
1057,CDMOP,27.70795608929118,26.5,1.20795608929118,3500.0,0.0,0.0,0.04558324865249736
1058,CDNA,19.8478925390551,34.34,-14.492107460944904,439300.0,0.0,0.0,-0.42201827201353825
1059,CDNS,80.770814420392,92.13,-11.359185579607995,2128900.0,0.0,0.0,-0.12329518701408874
1060,CDOR,12.772239104123274,5.62,7.152239104123274,103600.0,0.0,0.0,1.2726404099863478
1061,CDOR,12.772239104123274,5.62,7.152239104123274,103600.0,0.0,0.0,1.2726404099863478
1062,CDR,2.458572984663866,1.79,0.6685729846638662,2563000.0,0.0,0.0,0.37350446070607046
1063,CDTX,2.465135018440846,3.58,-1.1148649815591543,151200.0,0.0,0.0,-0.3114147993181995
1064,CDW,159.2053593820649,128.29,30.915359382064906,1658300.0,0.0,0.0,0.24098027423856036
1065,CDXC,4.1267155969423035,4.62,-0.4932844030576966,307000.0,0.0,0.0,-0.10677151581335424
1066,CDXS,12.797546356251942,12.58,0.21754635625194219,485300.0,0.0,0.0,0.01729303308838968
1067,CDZI,11.706453178888383,11.23,0.47645317888838257,102500.0,0.0,0.0,0.042426819135207704
1068,CE,131.19069097843962,98.73,32.460690978439615,750700.0,0.0,0.0,0.32878244685951197
